Amok Runner	Excuse me... SCHIZO I think you wanted to sit alone SCHIZO because when you saw me SCHIZO I had the feeling that you were a bit hesitant. SCHIZO Please stay. SCHIZO I'll leave. SCHIZO You don't bother me. SCHIZO On the contrary. SCHIZO I am glad that I am not alone once in a while. SCHIZO I haven't said a word to anyone for ten days. time to go	1	https://clips.twitch.tv/IntelligentBitterDuckBabyRage-Mnw5q2IMYGMhX7Ag
!comment	once disabled it after chat and aspect got fed up with braindead commenters not understanding speedrunning.	1	https://cdn.7tv.app/emote/637abe43c1fffda310081ea4/4x.webp
Cal Kestis	self-explanatory	1	https://static.tvtropes.org/pmwiki/pub/images/cal_kestis_sw_1.png
Chatter Food emotes	who are these self-important individuals who think they deserve their own personal emote huh how dare they make me hungry at 5 am fuck	1	https://i.imgur.com/8bgznxP.png
Red Deer	What the fuck even is a red deer? Look it up. They're literally brown. Anyway, this is Aspect's hometown.	1	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Red_Deer_-_Aerial_-_downtown_bridges.jpg/263px-Red_Deer_-_Aerial_-_downtown_bridges.jpg
aspectibot/botspecticor		1	
hey did you guys know he climbs?	type AspectiClimb in chat	1	https://twitter.com/aspecticor/status/1652733375134965762
Dog Suit	A polarizing suit, it is one of the options the wheel of punishments can land on during Freelancer Nightmare mode.	1	https://static.wikia.nocookie.net/hitman/images/8/83/The_Big_Bad_Wolf_Suit.jpg/revision/latest?cb=20221104030725
aspect ratio	Aspecticor can be such a dunkable guy, but no aspect ratio can fit all the Ls he takes on stream gottem	1	https://media.discordapp.net/attachments/938997969036910652/1128203089439101048/image.png
scuffed OBS	no dual audio Sadge	1	https://i.imgur.com/TPfo1OS.png
partner (KatieGray emote)	KatieGrayx3 insisted we add this, we did eventually so guess she won	1	https://clips.twitch.tv/UgliestGiftedFerretPRChase-YJpM3nkROSfzYCoh
Onlyfans	REMEMBER HE PROMISED ONLYFANS AT 1000 SUBS MAJ	1	https://clips.twitch.tv/SecretiveNurturingSheepGingerPower-rrErOqO0t_qoNtvx
Diana Cosplay	humina humina	1	https://clips.twitch.tv/NimbleBlightedGarlicSSSsss-Oe7ZMh3uwG4-KG_x
Linda	Character in Moist Speedrun Comp game "Amok Runner", RIP	1	https://clips.twitch.tv/IntelligentBitterDuckBabyRage-Mnw5q2IMYGMhX7Ag
Katie (cousin/girlfriend)	They were made for each other as soon as they met at their second family reunion	1	https://clips.twitch.tv/GenerousOddApeHassanChop-ZLa2dkaq7sXfuxqf
show hog	WARNING: DO NOT PLAY ON STREAM, NSFW CONTENT!!! Aspecticor once promised to show hog if he threw a run (which he did, of course) and he made sure that Twitch staff weren't around and did a little quick reveal. Luckily for him, the people at Twitch were too busy laughing at  his misshapen hog to ban him. Chat keeps asking him to show hog to this day, and he obliges sometimes.	1	https://clips.twitch.tv/DiligentDiligentButterTBCheesePull-2HztJAUFautjrSn-
MostButNotAll	At the start of the Whittleton Creek, the line "Most, but not all" is said in reference to most of the town residents being regular suburban people, but some being members of secret organizations. This emote depicts a pie chart which is most, but not all, purple.	1	https://cdn.7tv.app/emote/6371fe95ee459cc2ae706979/4x.webp
"chat being really cute"	"they should all smile more" -onteia	1	https://cdn.7tv.app/emote/631210ee113e0e8575d2d130/4x.gif
look what Onteia taught me Smoge	Onteia, for all their wholesomeness, taught people bad habits. Perhaps they're extra wholesome because of their old ways, or maybe their way to take the edge off made its way to others.	1	https://cdn.7tv.app/emote/60af8da952a13d1adb141008/4x.gif
Kick stream	His inaugural Kick stream consisted of showing his hog and then restreaming his old, better content	1	https://clips.twitch.tv/EntertainingDelightfulRaisinBudBlast-JAxKVxAWYc-FsYOX
hardly know her!!!	Long-running kneeslapper- wait! wait no!	1	https://cdn.7tv.app/emote/63d620d1f08dc45e2c7e64f8/4x.avif
union	the chatter (and moderator) union: the Associated Stream Patrons’ Elected Coalition To Improve Chat, Organized Roster	1	https://cdn.7tv.app/emote/61c53b8c1cc80462ef2d0fe8/4x.avif
Streamer Awards	Nixolay's +1	1	https://pbs.twimg.com/media/FrNhFAVWcAEcBwf?format=jpg&name=medium
Charity stream	The Trevor Project is cool and pog and the charity stream raised a lot of money for it ezz	1	https://clips.twitch.tv/RelentlessSoftDogEagleEye-IAh23VsN4OU8JpT7
NotLikeThis Oh No!	chat react with "NotLikeThis Oh No!" especially if he's ranting about how it's a dumb feature again	1	https://static-cdn.jtvnw.net/emoticons/v2/58765/default/dark/3.0
Coffee Cow	Based on the popular "Coffee Cow" joke from r/atrioc, Aspecticor whipped out his most successful parody song to date. Sitting at 52K views at the time of writing, it is one of the most popular leech songs, surpassing his previous most popular song "Glizzy Man," and only second to the song compilations that Atrioc himself posted, "ONE LAST HIT," and PeyTheMusician's "The Tale of the Coffee Cow." For much of its history, the video has been unlisted, like at the time of its release. When it was first made public a few days later, views skyrocketed and would only later be surpassed by his Hitman speedrun explained videos. Right now, unfortunately, like most of his other content (especially related to Atrioc), it is unlisted, despite a union motion to the contrary.	1	https://youtu.be/aSGPUf607vE
pumpkin	A rare skin his cat Mercs occassionally equips. Aspecticor is adament that it is a friends cat, and that it isn't Mercs. Do not believe his gaslighting claims	2	https://clips.twitch.tv/HedonisticBravePangolinRalpherZ-oJ30v-zV9aB1UocR
terrible ICA facility hitman horse contract	Aspecticor didn't know how to mark targets, so he was really just set up to fail here tbh	2	https://youtube.com/shorts/v1tN-KiJcbI
old sub audio	Atrioc thought Aspecticor was an idiot for trying to go for the record when the leaderboard would just get wiped because of a new patch. This didn't end up happening, and the score stood for a while until the inevitable patch came.	2	https://www.youtube.com/watch?v=qWNadi8i3UE
Johnathan (Elusive Target)	Johnathan is the most successful musician in the universe and an icon in the Aspecticor stream community. According to his mission briefing, his first album was downloaded 50 million times in its first 3 months of release. This feat has not been accomplished since the invention of iTunes, making Johnathan the objective bad boy of music. The part that makes Johnathan near and dear to Aspecticor fans, however, is not his music, but his history of having committing a multiple homicide. Just like the streamer himself, he was never punished and even went on to create more music after. Johnathan's godly visage has inspired a number of emotes in the community, such as "Johnathan", "Nonhathan", "HYPERJOHNATHAN", "GIGAJOHNATHAN", and "JohnathanDespair". If anyone is caught using the blasphemous emote "Drake" instead of the lordly emote "Johnathan" they will be sentenced to 14 years hard labor in the Asylum.	2	https://static.wikia.nocookie.net/aspecticor/images/e/e8/Johnathan2.gif/revision/latest?cb=20220808035810
Fartmoor :tf:	"Fartmoor" is the funniest joke ever made in Aspecticor's chat and a true miracle of wordplay. Combining Dartmoor, a map in HITMAN III, with the word "fart", Fartmoor is surely to elicit laughter wherever it appears. It is often paired with the trollface emote, to indicate the whimsical and mischievous nature of the joke.	2	https://static.wikia.nocookie.net/aspecticor/images/8/86/Fartmoor.png/revision/latest/scale-to-width-down/350?cb=20220316024046
!mastery	I got a couple questions one is I noticed you’re on level one during the game through how is it you got all of the stuff unlocked on level one mastery?  Because I also see you The bottom right it says mastery level one of one that’s on all levels you’re playing i’m afraid that clearly shows a modified game file. two Can you do this on a council not just a PC? I have my doubts because you might have modified file system on your PC due to the fact that you have all of the items unlocked and you’re at mastery level one. If you can do this on an Xbox series X or PS five or four I would be impressed then. Otherwise I have my doubts that’s probably why Ioi Interactive don’t really make big noise when people post these especially when they’re on a PC.PC games can be modified Council games cannot. I’m not really interested in speed running because I like to enjoy the craftsmanship that the developers put into the game! Sort of like if going to a movie and then asking the projectionist to fast forward to the ending right away!😀 -SuperAgentman007	2	https://i.imgur.com/2jOmXe6_d.webp?maxwidth=760&fidelity=grand
Greg (lawn mowing sim)	Greg was an RCMP officer before he was disciplined after passing out drunk in a Burger King parking lot. His wife took the kids and he spent much of his money on a trip to the US Capitol in January 2021, but he tries to do his best as a humble lawn mower.	2	https://clips.twitch.tv/UnusualSneakyCucumberTwitchRPG-ZNA2AHFRbtc-ddYN
lawn mowing sim collab with stanz	it's happening guys it's gonna be so sickkk	3	https://clips.twitch.tv/TiredSoftJuiceCharlieBitMe-Zq-xYHWnZveQQct7
they speak African	slurspecticor at it again -- and again: https://clips.twitch.tv/ZealousToughBaconHumbleLife-F8xWmuMnLcNx7KYs -- and again: https://clips.twitch.tv/ThankfulObeseCookieNomNom-An9tnDgccHSxAqfY	2	https://clips.twitch.tv/ConsiderateSpicyShrewCoolStoryBro-ujhTzPFzn4JGAgOY
Aspecticor Wiki	A compendium of many of Aspect's early to mid streaming incidents, personas, and other random happenings. Originally started by Moksha though with contributions from other chatters such as Cartwheel. Everything on the Wiki is confirmed TRUE by real Canadian patriots.	2	https://i.imgur.com/zu9AhLt.png
Muffin Boy	Back when Aspecticor used to speedrun trilogy, he used muffin skips a lot. He also failed (Muffed) them a lot, but that's besides the point. Aspecticor used them so much, he eventually talked about them in a video that gained millions of views, with many comments talking about how crazy it was that a simple muffin was used to break the game. Naturally, IOI caught wind of this, and put an end to this tomfoolery at once, so that normal people could finally enjoy the game. At least, that's one way it happened. They say that it was an accidental patching when fixing another feature and they never intended to harm the speedrunning meta. But let's be real, that was just polite talk after Aspecticor released the hit video "The Update That Could Kill Hitman Speedrunning." And that video has a blueberry muffin right in the center of the thumbnail. What a muffin boy	2	https://cdn.7tv.app/emote/635f125d663949494fc9e7df/4x.webp
retelling the ditch story	Sure, Aspect, that woman "didn't want to go in an ambulance" and you "didn't hit her". We've heard it before	2	https://s.hdnux.com/photos/50/24/54/10570553/6/rawImage.jpg
logo rebrand	💀	2	https://static-cdn.jtvnw.net/jtv_user_pictures/4fc4760f-7844-46ec-96e5-eb0dde3c9702-channel_offline_image-1920x1080.png
Long hair	Aspecticor once had long ginger hair, reminiscent of Manny the mammoth from Ice Age. Unfortunately (or fortunately, because it's crazy he thought he could pull it off), he has a rare form of really fast male-pattern hair loss, so the long hair era is long over. The emote Aspecticles in chat is but a solemn reminder of what once was.	2	https://clips.twitch.tv/UnusualAbstruseGalagoBatChest-WF0qkPJhXj1PXWyV
Uptown Funk	On July 9th, 2015, a video was uploaded by the title "Andrew W - Concert for a Summer's Eve 2015", in which the titular Andrew W, also known as Aspecticor, performs a live rendition of Bruno Mars's "Uptown Funk". All things considered, it actually isn't too bad. Unlike the TED Talk, he likely had some idea of what he was going to do more than 15 minutes before getting on stage. However, small things like the comically oversized suit and the trumpet players having an aneurysm at 2:30 turn a decent performance into a comedy masterpiece.	2	https://www.youtube.com/watch?v=v7bG3UbOXqQ 
merch	chat! did you know that Aspecticor sells merch? you did? and it's currently sold out? well bug mr. streamer to sell more merch! partake in the capitalist system! get those southeast asian child laborers on it	2	https://www.youtube.com/watch?v=E9ZMo1NQCSo
Peacock	Peacock is a custom Hitman 3 server that allows you to use every unlockable item in the game without grinding. It enables the use of AutoSplitting & has less server disconnects. To learn more, visit https://thepeacockproject.org/	2	https://www.youtube.com/shorts/b0I6wWsLxjc
aspecticor fan club at UCB	the realest of fans tbh	2	https://twitter.com/punchingwaves/status/1619931644881965056
shroomspecticor	"Shroomspecticor" is a moniker given to Aspecticor to reference the fact that he is a rampant psilocybin (magic mushrooms) addict and frequently exits stream to take more. When he goes too long without shrooms, he will start to become restless and laugh at everything. Aspecticor first revealed his shrooms addiction during a Halo Infinite Stream. Fellow Atrioc leech Syk1k confronted Aspecticor about his drug usage, asking what drugs he does. In response, Aspecticor answered "Shrooms." Nobody spoke a word for the next 15 minutes until Aspecticor broke the silence by laughing out of nowhere and then walking off stream for 5 minutes. When he came back, he acted like nothing happened. After this incident, his fans began to call him "Shroomspecticor".	2	https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6bf174b0227d4b6f972ced5a445bc105/default/dark/3.0
ASPECTICORING	Because Aspecticor somehow found success as a speedrun documentary YouTuber, he finds the incessant need to explain every little thing (somehow still chat doesn't know what an elusive target is). This is a video of him in action, unedited in any form	2	https://clips.twitch.tv/ViscousTacitCakeDuDudu-JPFV8LXUhBha-eTK
VGHS	RocketJump web series, played a lot during subathon sleep segments.	2	https://clips.twitch.tv/PricklyIncredulousRavenSuperVinlin-zx4p_stOcL1PaqYW
Elastigirl	During the subathon, he watched the Incredibles movie series, in which he consumed copious amounts of alcohol (see Alcoholicor) and ogled Elastigirl. After fulfilling a donation goal, he ordered a cardboard cutout of Elastigirl to be placed in the background of his stream. The Elastigirl cutout was very popular with chatters, with them donating gift subs in order to have their name signed on the Elastigirl cutout. Unfortunately, it was probably not as popular with the females living with Aspecticor (being his cousin and his cat). One day the Elastigirl cutout disappeared and was never seen again.	2	https://clips.twitch.tv/PopularIcyArmadilloMcaT-WMyV10KKMoRMgbbL
frosted tips	frosted nips POGGIES, you can totally see the difference, it's just the light COPIUM	2	https://clips.twitch.tv/MuddyColdCocoaShazBotstix-Q4AxIzXF_1ATXEMA
aspectiDumpy	jhort paid him to do it, eventually got removed by Twitch	2	https://clips.twitch.tv/IronicPlacidGarlicNinjaGrumpy-yYiKuPajBazxlNOf
TypicalSoyGameExploiter	This emote features a clip of Aspect's webcam taken from his attempt of the DougDoug GTA Challenge in which he has an exaggerated response to surviving a perilious situation. The name of the comment is in reference to a comment on one of Aspect's YouTube videos, calling him a "typical soy game exploiter" for using cheats in his speedrun instead of pulling himself up by his bootstraps the good ol' fashioned way. 	2	https://clips.twitch.tv/FriendlyDeliciousLorisEagleEye-GmRS8_tHVDB0nErG
subathon nightmare	He had a glimpse of his future self as a content creator, or an even scarier possibility: the present.	2	https://clips.twitch.tv/FineGleamingNuggetsBCWarrior-OgZyyPFNfDPJMtyH
JK+ Incident	Whilst playing Jump King, chatter B1ink01 made multiple attempts to get Aspect to install a mod known as JK+, which allows multiple people to play on the same map and see each other if they pass each other. On top of this, B1ink01 made no secret of his Jump King proficiency, and was ready to dust Aspect the second he installed JK+. However, he was banned instead and Aspect proceeded to rant for 14 hours about people wanting attention for things they are good at. B1ink01 may as well have been permabanned if not for mods advocating on their behalf, and now they're an oldhead of the stream.	2	
TTS Brian	Before the rise of AI and their deeper involvement in text-to-speech technology (TTS), all TTS requests were read out by Brian. Fortunately (or unfortunately) the messages were no less psychotic.	2	https://clips.twitch.tv/BlitheResourcefulPuppyMingLee-kkAgCf7KYNr0hp-K
he fell in the toilet :(	When Aspecticor leaves stream, he often takes minutes at a time. One possible explanation is that due to his miniature stature, he falls into the toilet and is spending those precious minutes off-screen climbing for his life to escape the sewers below.	2	https://cdn.7tv.app/emote/62f49438f4cbcdff572246ad/4x.webp
Fappie	it means "fast sappi" get your mind out of the gutter	2	https://cdn.7tv.app/emote/61ecda74cc9507d24fd4c962/4x.webp
Red Car	This is THE red car, the one that Sierra Knox drives in Miami, the one that Aspecticor has to shoot. But did you know it makes an appearance in the Sanguine fashion show in Paris? It's true	2	https://oyster.ignimgs.com/mediawiki/apis.ign.com/hitman-2/7/7b/A_Perfect_Machine_Cover.png
gorilla warfare in colorado	Welcome 🤝 😋 to Colorado, 47. 😪 The 🦏 🤣 militia has 💰 taken 💅 up 😱 HQ 🏫 at an 🌑 🤼 old 👴 👶 🗝 📺 apricot farm 🚜 🌽 🚜 🐓 and :tone5: 👏 appear ⁉ ‼ 🔎 to 💦 💰 be 😱 🐝 training :tone1: 🚆 🚅 🚋 for 🌹 🈺 😊 a ⏰ 🍬 series 📰 of coordinated strikes, 👏 ranging from 🅱 😤 🚥 cyber-attacks 🙅 ♂ 👊 to 💦 ✌ full-blown 💯 🌝 🌕 gorilla 🦍 🦍 🦍 warfare. 💣 💣 🔧 We never see the gorillas so they must be hiding from us. Good thing too or Aspect would put a bullet in their head, being the monster he is.	2	https://www.youtube.com/watch?v=X0-CKXuP7pc
El Tigre / Dr. Fauci	El Tigre is Aspecticor's name for his own Fall Guys bean, because of its orange and black striped pattern. Atrioc was wearing a mask to hide a terrible sore on his mouth, so instead he called him Dr. Fauci, knowing that this would turn him off from his target demographic of right-wingers and fellow Tucker Carlson watchers.	2	https://www.youtube.com/watch?v=t6bZd_wg4k8
